batch,train_loss,train_acc,val_loss,val_acc,llc
500,0.009900989942252636,0.009313725490196078,0.009900989942252636,0.009802319882372162,0.0008199452422559261
1000,0.009900989942252636,0.010049019607843138,0.009900989942252636,0.009802319882372162,0.0008910027681849897
1500,0.009900989942252636,0.010049019607843138,0.009900989942252636,0.009802319882372162,0.0008740301709622145
2000,0.009900989942252636,0.010049019607843138,0.009900989942252636,0.009802319882372162,0.0008297929889522493
2500,0.009900989942252636,0.01053921568627451,0.009900989942252636,0.009638947884332625,0.0008862122776918113
3000,0.009900989942252636,0.01053921568627451,0.009900989942252636,0.009148831890214017,0.000868691538926214
3500,0.009900989942252636,0.012009803921568628,0.009900989942252636,0.008658715896095409,0.0008331842836923897
4000,0.009900989942252636,0.00980392156862745,0.009900989942252636,0.009638947884332625,0.0008322778157889843
4500,0.009900989942252636,0.008823529411764706,0.009900989942252636,0.008658715896095409,0.0008412495371885598
5000,0.009900989942252636,0.011274509803921568,0.009900989942252636,0.008658715896095409,0.0008731344132684171
5500,0.009900989942252636,0.010294117647058823,0.009900989942252636,0.009638947884332625,0.0008084761793725193
6000,0.009900989942252636,0.010049019607843138,0.009900989942252636,0.009148831890214017,0.0008996824617497623
6500,0.009900989942252636,0.013480392156862746,0.009900989942252636,0.008331971900016338,0.0008968411129899323
7000,0.009900989942252636,0.009558823529411765,0.009900989942252636,0.01029243587649077,0.0008566491305828094
7500,0.009900989942252636,0.009313725490196078,0.009900989942252636,0.011272667864727986,0.0008658788283355534
8000,0.009900989942252636,0.008088235294117648,0.009900989942252636,0.009965691880411697,0.0008484763675369322
8500,0.009900989942252636,0.007598039215686274,0.009900989942252636,0.010129063878451234,0.0008654668927192688
9000,0.009900989942252636,0.009558823529411765,0.009900989942252636,0.010455807874530305,0.0008947057067416608
9500,0.009900989942252636,0.011519607843137256,0.009900989942252636,0.010945923868648913,0.0008437666110694408
10000,0.009900989942252636,0.006862745098039216,0.009900989942252636,0.01110929586668845,0.0008985322783701122
10500,0.009900989942252636,0.011029411764705883,0.009900989942252636,0.008822087894134946,0.0008640945889055729
11000,0.009900989942252636,0.010784313725490196,0.009900989942252636,0.009638947884332625,0.0008656567079015076
11500,0.009900989942252636,0.011029411764705883,0.009900989942252636,0.009638947884332625,0.0008628118666820228
12000,0.009900989942252636,0.009313725490196078,0.009900989942252636,0.010619179872569842,0.000895291508641094
12500,0.009900989942252636,0.009313725490196078,0.009900989942252636,0.010129063878451234,0.0008512370404787362
13000,0.009900989942252636,0.010784313725490196,0.009900989942252636,0.008658715896095409,0.0008338131010532379
13500,0.009900989942252636,0.00857843137254902,0.009900989942252636,0.009148831890214017,0.0008521041017957032
14000,0.009900989942252636,0.011274509803921568,0.009900989942252636,0.009638947884332625,0.0008689459064044058
14500,0.009900989942252636,0.011519607843137256,0.009900989942252636,0.007351739911779121,0.0008921564440242946
15000,0.009900989942252636,0.00857843137254902,0.009900989942252636,0.010945923868648913,0.0008459969540126622
15500,0.009900989942252636,0.010294117647058823,0.009900989942252636,0.009802319882372162,0.0008500528638251126
16000,0.009900989942252636,0.006862745098039216,0.009900989942252636,0.01192615585688613,0.0008113603689707816
16500,0.009900989942252636,0.011274509803921568,0.009900989942252636,0.009965691880411697,0.0008595549152232707
17000,0.009900989942252636,0.009313725490196078,0.009900989942252636,0.009802319882372162,0.0008866690914146602
17500,0.009900989942252636,0.010784313725490196,0.009900989942252636,0.01029243587649077,0.0008408839930780232
18000,0.009900989942252636,0.00784313725490196,0.009900989942252636,0.007188367913739585,0.0008607355412095785
18500,0.009900989942252636,0.010049019607843138,0.009900989942252636,0.008168599901976801,0.0008659487939439714
19000,0.009900989942252636,0.010784313725490196,0.009900989942252636,0.00947557588629309,0.0008661547326482832
19500,0.009900989942252636,0.009558823529411765,0.009900989942252636,0.010455807874530305,0.0008563804440200329
20000,0.009900989942252636,0.00857843137254902,0.009900989942252636,0.010129063878451234,0.0008323799702338874
20500,0.009900989942252636,0.00980392156862745,0.009900989942252636,0.009148831890214017,0.0008828334975987673
21000,0.009900989942252636,0.012254901960784314,0.009900989942252636,0.008331971900016338,0.0008631826494820416
21500,0.009900989942252636,0.009313725490196078,0.009900989942252636,0.010129063878451234,0.000840978987980634
22000,0.009900989942252636,0.009313725490196078,0.009900989942252636,0.009148831890214017,0.0008249864331446588
22500,0.009900989942252636,0.012009803921568628,0.009900989942252636,0.007841855905897728,0.0008678548620082438
23000,0.009900989942252636,0.011029411764705883,0.009900989942252636,0.007841855905897728,0.0008855619817040861
23500,0.009900989942252636,0.009313725490196078,0.009900989942252636,0.009638947884332625,0.0008497536764480174
24000,0.009900989942252636,0.00980392156862745,0.009900989942252636,0.010455807874530305,0.0008620952721685171
24500,0.009900989942252636,0.012009803921568628,0.009900989942252636,0.009312203888253554,0.0008240154129453003
25000,0.009900989942252636,0.009068627450980393,0.009900989942252636,0.009312203888253554,0.0008531056228093803
